YYYYMMDD,Precipitation duration (hour),Daily precipitation (mm),Maximum hourly precipitation (mm)
19341031,2.7,2.5,0.8
19341101,1.8,2.2,1.0
19341102,5.6,11.2,2.9
19341104,0.6,1.0,0.7
19341105,3.7,7.2,3.0
19341106,7.4,7.9,1.6
19341107,0.4,0.4,0.2
19341108,0.1,0.1,0.1
19341109,1.4,1.0,0.4
19341110,2.5,1.1,0.4
19341111,0.3,0.4,0.2
19341112,0.7,2.6,2.2
19341113,3.5,5.3,2.8
19341114,0.2,0.2,0.1
19341117,1.0,0.2,0.1
19341118,0.4,0.4,0.1
19341123,1.9,1.6,0.8
19341126,0.5,0.2,0.1
19341127,1.1,0.3,0.2
19341202,11.8,17.8,3.7
19341203,0.9,3.5,1.8
19341204,5.8,6.3,1.7
19341205,5.0,5.0,1.9
19341206,1.3,1.1,0.7
19341207,3.9,4.0,1.6
19341208,2.7,1.6,0.6
19341209,2.2,1.1,0.7
19341210,7.8,5.0,0.8
19341211,3.6,4.0,2.1
19341212,2.9,1.7,0.6
19341213,0.2,0.2,0.1
19341214,0.4,0.2,0.1
19341215,3.3,3.4,1.4
19341217,0.6,3.1,1.8
19341218,4.2,12.5,4.9
19341219,0.7,0.7,0.4
19341220,3.8,4.3,1.0
19341226,2.1,2.7,1.2
19341227,4.7,7.2,3.2
19341228,1.9,1.4,0.6
19341229,2.3,1.5,0.5
19341230,3.8,5.2,1.5
19341231,3.2,6.1,2.3
19350101,0.1,0.1,0.1
19350103,1.6,0.6,0.1
19350104,4.1,7.4,1.2
19350105,3.9,5.2,1.0
19350106,1.3,0.7,0.5
19350107,1.8,1.4,0.4
19350112,2.7,4.9,1.9
19350113,3.7,4.7,0.8
19350114,0.8,1.9,0.8
19350117,0.4,0.5,0.2
19350121,2.1,1.7,0.7
19350122,1.1,0.8,0.3
19350123,0.3,0.2,0.2
19350125,7.5,9.7,2.2
19350126,4.6,7.3,2.4
19350127,0.3,0.3,0.2
19350131,2.8,2.6,1.2
19350201,8.8,5.8,0.8
19350202,1.4,4.2,1.8
19350203,5.0,5.9,1.7
19350204,4.3,5.5,1.9
19350205,0.5,1.1,0.6
19350210,3.0,2.5,1.0
19350212,4.1,2.0,0.5
19350213,5.3,3.3,1.1
19350214,0.7,1.8,1.2
19350215,4.9,7.4,2.4
19350216,2.9,5.8,3.4
19350217,0.7,0.5,0.2
19350220,3.2,1.7,0.6
19350221,1.6,1.1,0.4
19350222,6.0,5.9,1.3
19350223,0.5,0.9,0.3
19350224,1.8,3.2,1.8
19350225,2.8,6.9,4.0
19350227,2.0,1.8,1.1
19350228,1.5,1.9,0.7
19350305,1.1,5.4,3.8
19350306,0.3,0.7,0.7
19350317,0.1,0.1,0.1
19350321,0.3,0.1,0.1
19350322,3.9,4.6,1.6
19350323,5.2,11.5,3.8
19350324,2.0,2.3,1.7
19350325,0.8,0.6,0.2
19350330,2.4,2.1,0.9
19350331,12.5,11.2,1.5
19350401,0.9,1.9,0.8
19350402,4.1,3.3,0.9
19350403,3.7,4.5,1.2
19350404,5.3,5.8,1.6
19350405,5.8,10.6,3.2
19350406,1.0,3.3,1.6
19350407,0.3,0.7,0.3
19350408,4.3,5.4,2.4
19350409,10.3,8.9,2.0
19350410,1.0,1.2,1.1
19350411,0.3,1.9,1.9
19350414,0.7,0.6,0.5
19350415,0.2,0.2,0.1
19350416,5.3,8.8,3.1
19350417,1.8,5.3,4.4
19350419,4.0,11.3,4.2
19350421,0.3,0.4,0.4
19350422,2.6,2.1,0.7
19350424,8.3,12.8,2.9
19350425,3.2,3.4,1.6
19350428,0.4,0.2,0.2
19350513,0.2,0.2,0.2
19350514,10.3,5.8,1.2
19350515,18.9,18.9,3.6
19350516,1.2,0.5,0.3
19350517,0.3,0.1,0.1
19350518,11.0,11.7,2.3
19350519,2.0,1.9,1.0
19350520,4.4,9.1,2.8
19350521,1.0,0.7,0.3
19350527,0.5,0.4,0.4
19350529,2.6,15.9,13.8
19350530,2.6,27.1,10.1
19350602,1.3,9.9,9.1
19350603,0.2,0.2,0.2
19350604,2.4,11.3,6.1
19350605,1.6,6.2,3.3
19350606,0.8,1.2,1.0
19350607,0.6,3.4,2.7
19350608,0.7,2.1,1.9
19350610,2.8,20.2,8.1
19350611,1.6,3.9,1.5
19350612,0.3,0.7,0.7
19350613,0.1,0.2,0.2
19350614,1.9,8.4,3.7
19350615,0.3,0.4,0.4
19350616,5.7,12.5,3.6
19350617,1.6,6.4,5.4
19350618,5.3,2.3,0.5
19350619,0.1,0.1,0.1
19350620,17.7,13.9,1.6
19350621,1.7,0.5,0.3
19350625,0.3,1.3,1.2
19350626,1.2,12.0,8.6
19350627,1.4,14.6,10.7
19350702,0.6,1.0,0.6
19350704,2.1,1.1,0.4
19350705,1.6,3.2,2.4
19350717,0.3,0.8,0.6
19350718,2.0,7.2,4.9
19350719,0.7,5.9,5.6
19350720,2.4,7.2,3.2
19350721,0.9,3.9,3.9
19350728,2.4,3.0,1.3
19350729,0.1,0.1,0.1
19350730,0.8,1.4,0.6
19350731,0.1,0.2,0.2
19350809,0.8,2.2,2.1
19350812,3.2,4.3,1.8
19350813,10.9,6.9,1.1
19350817,0.9,1.1,0.8
19350824,2.3,2.2,1.3
19350825,3.7,2.6,0.8
19350827,4.4,8.7,4.0
19350828,0.9,0.7,0.7
19350829,0.2,0.2,0.1
19350830,4.7,11.2,3.7
19350831,2.9,5.6,1.5
19350901,0.1,0.2,0.1
19350902,0.1,0.1,0.1
19350904,2.3,8.6,3.3
19350905,2.1,8.7,5.8
19350906,5.2,8.1,3.1
19350907,1.3,2.5,1.4
19350913,0.6,0.4,0.2
19350914,0.2,0.4,0.4
19350915,3.4,14.5,5.4
19350916,0.2,0.4,0.3
19350917,2.4,11.3,4.6
19350918,2.1,13.3,10.9
19350919,5.8,9.5,3.5
19350920,8.3,17.2,4.7
19350922,0.8,5.1,4.6
19350923,1.7,6.1,4.4
19350924,2.2,7.0,5.1
19350925,3.8,10.2,2.5
19350926,0.3,0.3,0.2
19350927,0.8,0.3,0.2
19350928,1.0,1.2,0.5
19350929,3.7,9.9,5.0
19350930,1.8,3.9,3.2
19351001,0.3,0.5,0.3
19351002,0.9,1.3,0.6
19351003,3.1,10.5,4.3
19351008,2.2,1.7,0.8
19351009,1.8,2.4,2.0
19351010,4.7,18.4,12.2
19351011,1.3,2.0,1.2
19351012,0.1,0.1,0.1
19351016,3.2,2.6,1.6
19351017,0.4,1.1,1.1
19351019,2.3,3.2,2.4
19351020,5.6,9.3,1.7
19351021,0.6,0.8,0.6
19351026,1.9,1.4,0.7
19351027,16.4,18.4,2.2
19351028,4.1,2.9,0.8
19351029,6.9,4.7,1.7
19351030,0.8,0.5,0.3
19351031,0.3,0.2,0.2
19351104,1.0,0.5,0.2
19351105,3.6,2.6,1.0
19351106,3.2,2.4,0.9
19351107,1.5,2.4,1.8
19351108,0.4,0.2,0.2
19351109,0.2,0.1,0.1
19351112,1.2,0.6,0.3
19351113,3.2,1.4,0.5
19351114,0.2,0.3,0.2
19351116,1.9,0.3,0.1
19351117,4.0,3.6,1.1
19351118,0.9,0.2,0.1
19351119,1.3,0.8,0.2
19351120,0.1,0.1,0.1
19351121,7.3,11.0,2.6
19351122,5.9,2.4,0.6
19351123,0.2,0.1,0.1
19351124,0.8,0.6,0.3
19351125,1.7,0.7,0.4
19351126,0.2,0.4,0.1
19351127,0.1,0.1,0.1
19351128,8.7,13.5,3.0
19351130,4.8,4.5,1.8
19351201,3.4,9.4,4.5
19351202,4.0,8.0,3.0
19351203,1.5,1.4,0.6
19351204,7.9,15.2,5.1
19351205,1.8,0.9,0.5
19351206,0.6,0.6,0.4
19351208,5.1,7.2,2.4
19351210,1.8,1.2,0.6
19351215,1.6,1.0,0.6
19351216,5.1,5.4,1.3
19351217,0.9,0.9,0.6
19351218,1.0,1.1,0.4
19351220,1.9,4.1,1.4
19351221,1.3,1.2,0.6
19351222,0.9,1.6,1.0
19351224,0.4,0.3,0.2
19351225,3.4,4.7,1.6
19351226,2.3,1.9,1.0
19351228,4.3,6.2,2.4
19351229,4.9,3.7,0.9
19351230,6.3,4.3,0.9
19351231,12.8,7.3,0.9
19360102,3.9,2.1,0.5
19360103,0.7,0.4,0.3
19360104,2.0,1.1,0.4
19360106,3.8,5.9,1.9
19360107,0.6,0.1,0.1
19360108,7.5,4.9,0.9
19360109,3.9,8.6,3.9
19360110,0.7,0.5,0.4
19360113,0.8,1.3,1.0
19360114,1.8,0.9,0.4
19360117,13.2,13.1,1.7
19360118,3.9,4.6,1.4
19360120,3.8,5.8,1.6
19360121,0.8,2.4,2.2
19360122,0.2,0.4,0.4
19360123,1.2,1.4,0.5
19360124,0.2,0.2,0.2
19360125,3.2,3.3,1.0
19360128,2.3,2.6,1.6
19360129,6.9,7.5,1.6
19360131,10.8,11.6,4.1
19360201,1.5,2.0,1.2
19360202,8.3,6.4,1.5
19360203,1.9,2.0,1.5
19360204,2.9,0.9,0.2
19360205,1.5,1.9,1.4
19360215,8.3,4.9,1.3
19360216,11.3,6.4,1.6
19360218,2.3,2.4,1.0
19360219,0.4,0.8,0.5
19360220,0.5,0.1,0.1
19360221,1.7,1.1,0.6
19360222,1.8,4.3,2.2
19360223,3.0,5.0,1.9
19360224,3.7,1.7,0.5
19360225,4.7,2.7,0.8
19360226,0.3,0.1,0.1
19360302,0.3,0.4,0.3
19360306,0.2,0.5,0.4
19360309,0.9,0.5,0.3
19360310,0.5,0.5,0.4
19360315,0.5,0.4,0.4
19360316,0.2,0.2,0.2
19360327,0.3,0.2,0.2
19360329,5.3,11.1,4.2
19360330,0.8,1.2,1.2
19360331,0.8,0.4,0.2
19360401,5.4,11.3,6.1
19360402,11.2,10.5,2.8
19360407,0.4,0.5,0.5
19360411,1.9,1.1,0.5
19360412,8.0,7.0,1.3
19360416,3.7,1.6,0.6
19360418,1.6,0.9,0.3
19360419,0.8,0.6,0.2
19360420,8.0,9.2,2.1
19360421,0.5,0.2,0.1
19360423,1.2,0.8,0.3
19360424,5.2,2.6,0.8
19360425,0.3,0.1,0.1
19360426,7.2,5.5,1.1
19360509,0.2,0.1,0.1
19360511,0.6,0.2,0.1
19360512,4.6,7.2,3.7
19360521,3.7,8.1,5.1
19360522,1.3,0.9,0.8
19360524,3.6,1.2,0.4
19360530,2.3,2.7,1.1
19360531,0.9,0.9,0.4
19360601,0.7,0.5,0.5
19360602,1.8,3.6,1.8
19360603,0.6,1.3,0.9
19360604,10.9,16.1,2.8
19360605,0.7,1.0,0.6
19360606,0.2,0.1,0.1
19360607,1.4,1.4,0.9
19360610,1.0,0.8,0.5
19360611,0.9,0.2,0.1
19360613,2.7,5.3,2.0
19360614,2.4,2.6,1.8
19360615,0.5,0.4,0.2
19360622,2.0,3.3,1.9
19360625,0.5,0.8,0.7
19360626,3.5,4.1,2.0
19360629,1.8,10.2,5.6
19360701,2.5,5.6,2.9
19360702,0.7,0.2,0.2
19360703,0.9,1.3,0.4
19360705,0.2,0.2,0.1
19360707,4.8,26.7,14.4
19360709,2.0,3.6,1.6
19360710,3.0,5.1,2.8
19360711,1.1,6.0,2.4
19360712,8.5,8.5,1.6
19360713,7.0,9.5,2.9
19360714,0.3,0.6,0.4
19360715,12.6,33.8,11.6
19360716,0.4,0.3,0.2
19360718,1.0,0.9,0.8
19360719,0.8,1.2,0.9
19360720,1.3,0.5,0.3
19360723,1.4,0.8,0.4
19360725,0.6,0.4,0.3
19360726,0.3,0.4,0.4
19360728,3.4,8.7,4.2
19360729,4.4,7.8,2.6
19360730,0.2,0.5,0.4
19360731,6.8,4.4,1.3
19360801,1.3,2.7,1.3
19360802,2.6,4.6,2.1
19360803,0.4,0.3,0.1
19360804,3.8,10.9,4.2
19360805,0.3,0.8,0.6
19360806,0.8,2.3,1.6
19360807,0.2,2.7,2.7
19360808,0.1,0.1,0.1
19360810,0.1,0.1,0.1
19360811,1.3,2.1,1.3
19360818,0.3,0.4,0.4
19360819,6.4,29.1,19.8
19360820,0.8,1.2,0.8
19360821,0.3,0.4,0.3
19360903,0.5,2.1,2.0
19360904,0.3,1.1,1.1
19360905,5.4,18.6,4.6
19360906,0.5,0.7,0.4
19360907,8.8,15.8,2.9
19360908,2.8,5.0,2.9
19360909,0.3,0.7,0.5
19360913,1.4,4.6,3.5
19360915,1.2,7.7,6.5
19360918,1.0,0.7,0.5
19360920,2.5,21.5,9.7
19360921,1.8,20.8,10.7
19360925,1.5,1.8,0.6
19360926,0.7,0.7,0.3
19360927,5.0,5.6,1.9
19360928,0.7,1.7,1.7
19361001,1.0,0.7,0.4
19361002,0.9,1.4,0.8
19361012,1.5,1.5,0.6
19361013,1.1,1.6,0.6
19361014,0.3,0.1,0.1
19361015,1.3,1.7,1.0
19361018,2.9,5.4,2.0
19361019,7.8,10.9,2.9
19361020,1.7,2.6,0.8
19361021,5.3,5.0,1.1
19361022,1.1,0.6,0.2
19361025,2.9,4.2,2.0
19361026,4.8,6.0,2.5
19361027,2.8,6.3,3.0
19361028,5.0,13.9,2.0
19361030,1.3,1.3,0.6
19361031,1.4,1.5,1.0
19361102,1.8,1.4,0.8
19361103,9.8,4.4,0.7
19361104,1.0,0.8,0.4
19361105,3.6,2.6,0.7
19361106,2.8,1.6,0.5
19361107,3.3,2.6,0.8
19361108,0.7,0.6,0.3
19361109,4.1,6.0,2.0
19361110,3.1,6.1,1.6
19361111,4.8,7.8,2.9
19361112,2.7,4.6,2.3
19361113,2.5,2.1,0.7
19361114,0.9,1.2,0.3
19361115,1.0,0.7,0.4
19361116,3.9,8.7,3.8
19361117,11.7,20.0,3.7
19361118,0.7,1.5,1.2
19361128,0.5,0.5,0.4
19361129,3.2,1.4,0.5
19361130,1.5,0.8,0.2
19361201,2.9,7.2,2.0
19361202,2.3,4.1,1.3
19361203,1.4,1.1,0.4
19361204,0.3,0.1,0.1
19361205,4.1,5.2,1.2
19361206,5.9,6.7,1.3
19361207,0.4,0.9,0.9
19361208,6.5,1.7,0.4
19361209,5.9,2.7,0.7
19361214,0.3,0.2,0.2
19361215,1.6,1.0,0.5
19361216,4.5,6.0,1.9
19361217,3.5,4.8,2.0
19361218,0.1,0.1,0.1
19361219,3.5,2.9,1.4
19361222,0.8,0.5,0.3
19361223,2.5,1.6,0.6
19361229,0.3,0.2,0.1
19370101,8.3,10.5,2.1
19370102,5.4,5.2,1.3
19370104,2.1,1.7,0.9
19370105,3.6,2.8,1.0
19370106,7.8,15.8,3.6
19370107,0.2,0.7,0.6
19370113,12.0,8.4,1.4
19370114,14.8,6.5,0.8
19370115,8.3,3.4,0.6
19370116,0.6,0.6,0.4
19370118,7.0,9.1,2.1
19370119,2.5,2.3,1.1
19370120,2.4,3.1,1.6
19370122,5.8,6.9,2.1
19370123,0.3,0.1,0.1
19370125,6.8,8.2,2.1
19370126,8.6,2.7,0.4
19370130,9.2,4.2,1.3
19370131,2.8,7.2,2.6
19370201,1.3,1.8,1.5
19370202,1.0,0.6,0.6
19370203,2.9,1.9,0.4
19370204,2.6,1.9,0.6
19370205,12.2,8.8,2.2
19370207,4.0,1.7,0.6
19370208,10.9,11.2,2.3
19370209,0.8,1.4,0.8
19370211,4.5,8.8,1.8
19370213,0.7,0.7,0.3
19370215,3.1,4.6,1.5
19370216,6.8,11.0,2.9
19370217,6.8,5.3,1.1
19370218,2.6,2.1,0.8
19370219,5.2,6.7,1.8
19370220,0.5,0.9,0.5
19370221,1.1,1.7,0.4
19370222,10.8,9.1,1.6
19370223,0.7,1.7,1.1
19370224,0.2,0.3,0.2
19370225,2.2,5.3,4.0
19370226,4.7,5.9,1.5
19370227,1.3,7.4,5.3
19370228,0.4,0.6,0.5
19370306,12.8,11.0,1.9
19370307,1.8,2.1,0.6
19370308,0.8,0.5,0.5
19370309,6.3,5.7,1.5
19370310,1.4,3.3,1.8
19370311,5.8,7.6,2.1
19370312,1.2,3.1,2.5
19370313,0.6,1.0,1.0
19370314,4.3,6.2,1.5
19370315,8.3,6.1,1.0
19370317,3.5,8.2,3.1
19370319,0.4,1.1,0.9
19370320,0.1,0.1,0.1
19370322,9.5,11.4,2.1
19370325,3.5,4.6,2.0
19370326,13.0,8.4,2.1
19370327,1.2,2.4,1.2
19370328,0.2,0.5,0.1
19370402,0.3,0.2,0.1
19370403,3.5,1.6,0.4
19370404,2.8,1.1,0.5
19370407,4.1,7.5,3.0
19370408,0.8,0.7,0.4
19370410,2.0,3.0,2.0
19370411,2.4,2.7,1.4
19370415,1.3,1.0,0.6
19370416,4.1,4.5,1.2
19370417,0.5,0.4,0.2
19370418,0.7,0.4,0.2
19370419,1.6,0.8,0.4
19370420,11.0,22.7,7.2
19370421,5.4,7.8,2.1
19370422,3.4,2.3,0.6
19370425,1.0,0.4,0.1
19370426,0.6,0.6,0.4
19370427,3.0,1.9,0.9
19370504,0.1,0.1,0.1
19370505,1.3,4.0,2.9
19370507,0.7,1.5,1.5
19370511,1.7,6.3,5.7
19370512,0.3,1.0,0.9
19370513,0.8,0.8,0.5
19370514,2.6,3.1,2.2
19370515,9.2,12.5,2.4
19370516,3.9,1.1,0.3
19370518,6.0,10.0,3.8
19370519,0.3,0.5,0.5
19370531,0.9,3.0,2.7
19370603,0.1,0.1,0.1
19370607,1.3,2.4,1.7
19370609,0.7,12.4,8.2
19370611,0.2,0.9,0.9
19370614,0.5,0.5,0.5
19370615,2.8,4.2,3.3
19370617,0.3,0.4,0.2
19370618,2.6,5.6,1.9
19370619,2.1,5.0,2.0
19370620,4.3,11.0,3.1
19370621,1.1,1.1,1.0
19370624,1.5,0.9,0.3
19370629,0.8,1.2,1.1
19370630,3.1,2.8,1.6
19370701,5.3,9.8,2.8
19370706,0.7,0.5,0.3
19370707,1.3,4.1,1.8
19370709,1.3,2.6,2.0
19370710,2.3,5.8,1.9
19370711,0.5,0.4,0.2
19370713,0.7,0.5,0.3
19370715,0.2,3.6,3.5
19370716,2.9,1.7,0.6
19370717,0.3,0.5,0.5
19370721,2.4,5.5,2.2
19370722,0.5,1.0,0.6
19370723,3.8,1.7,0.4
19370725,3.8,4.7,1.3
19370728,0.2,0.5,0.4
19370729,0.1,0.1,0.1
19370810,0.5,0.7,0.5
19370811,2.0,1.1,0.4
19370813,3.4,5.9,2.1
19370814,1.8,4.7,3.5
19370815,8.8,14.2,4.2
19370816,0.3,0.7,0.4
19370817,1.8,1.3,0.6
19370820,2.9,8.4,1.8
19370821,5.1,10.7,4.4
19370826,2.8,3.7,3.0
19370827,0.1,0.2,0.2
19370903,3.7,7.5,2.8
19370908,0.6,0.9,0.7
19370909,2.3,2.6,0.9
19370910,1.3,11.1,5.0
19370911,0.2,0.3,0.3
19370912,0.4,0.8,0.8
19370913,3.4,7.0,3.6
19370914,9.8,19.9,7.0
19370915,0.7,1.1,0.5
19370916,0.9,2.4,1.0
19370917,1.5,3.2,1.6
19370919,1.5,0.8,0.3
19370920,4.4,12.3,5.0
19370921,1.7,3.3,1.8
19370925,2.6,3.2,1.6
19370928,1.6,4.6,2.8
19371004,2.9,8.5,5.1
19371010,0.7,0.7,0.2
19371012,0.8,0.7,0.3
19371015,0.2,0.2,0.1
19371023,1.1,1.3,0.6
19371024,0.2,0.3,0.2
19371025,0.3,0.5,0.5
19371026,3.2,2.2,0.6
19371031,0.6,0.4,0.3
19371109,5.7,5.9,1.4
19371110,4.6,7.9,1.3
19371112,2.0,3.5,0.8
19371113,3.1,8.2,2.1
19371114,4.7,4.5,1.4
19371115,1.8,1.9,0.4
19371119,2.4,2.5,0.8
19371120,1.7,6.4,2.9
19371123,0.4,0.6,0.5
19371124,0.3,0.6,0.6
19371127,0.3,0.4,0.2
19371130,1.0,1.5,0.9
19371201,4.2,3.0,0.6
19371202,1.7,3.6,2.2
19371204,0.2,0.2,0.2
19371205,12.2,9.0,1.1
19371206,0.2,0.4,0.2
19371208,0.8,0.9,0.4
19371209,10.0,10.7,1.8
19371210,0.4,0.6,0.5
19371211,5.3,4.8,1.5
19371212,1.2,2.6,1.4
19371213,0.9,1.2,1.2
19371214,0.5,0.7,0.6
19371215,3.2,3.0,1.0
19371218,1.8,2.2,0.8
19371223,1.3,1.5,0.5
19371225,0.7,0.4,0.3
19371228,7.2,4.9,1.0
19371229,0.9,0.4,0.2
19380102,4.7,3.2,0.8
19380106,1.7,2.4,0.7
19380107,4.8,8.3,2.0
19380109,6.9,9.7,2.9
19380110,2.8,4.4,1.3
19380111,0.3,0.3,0.2
19380112,6.5,12.1,2.8
19380113,13.2,17.2,2.5
19380114,1.5,1.3,1.0
19380115,1.1,0.9,0.4
19380116,6.8,7.5,2.3
19380117,5.3,3.2,0.9
19380119,1.8,1.3,0.8
19380121,5.0,4.3,1.3
19380125,2.4,1.6,0.9
19380126,3.4,7.7,4.0
19380127,4.3,11.2,3.6
19380128,3.7,5.5,2.7
19380129,0.4,0.8,0.8
19380130,2.9,2.9,0.9
19380131,0.3,0.5,0.2
19380201,2.0,2.5,1.9
19380203,1.1,2.4,2.0
19380209,3.4,3.0,1.2
19380210,3.4,6.1,3.2
19380211,0.2,0.3,0.2
19380212,5.4,9.4,2.2
19380215,0.1,0.2,0.1
19380217,0.5,0.1,0.1
19380223,0.5,0.5,0.4
19380227,5.6,5.1,1.6
19380228,4.3,3.5,1.1
19380301,4.5,4.8,1.6
19380306,0.1,0.3,0.1
19380310,1.3,1.0,0.4
19380314,0.2,0.1,0.1
19380317,1.0,1.1,0.5
19380325,10.5,13.4,3.6
19380326,1.1,2.8,1.6
19380327,0.8,0.7,0.3
19380329,0.1,0.2,0.2
19380403,3.3,9.2,3.2
19380405,0.4,0.5,0.3
19380408,0.5,1.8,0.8
19380409,0.4,1.2,1.1
19380413,2.3,0.5,0.2
19380414,2.6,1.0,0.4
19380415,0.3,0.2,0.1
19380417,0.2,0.2,0.2
19380418,1.3,2.4,1.4
19380419,3.2,6.1,2.2
19380422,7.4,4.7,0.9
19380423,0.5,0.4,0.2
19380425,0.3,0.4,0.3
19380429,2.3,2.9,0.6
19380430,2.8,4.7,2.5
19380501,0.1,0.4,0.4
19380503,0.2,0.3,0.3
19380516,2.1,3.0,2.3
19380517,8.8,11.2,2.3
19380518,6.5,3.4,0.5
19380519,0.7,1.0,0.8
19380520,0.1,0.1,0.1
19380521,5.2,4.1,1.1
19380523,0.3,0.2,0.2
19380524,0.3,0.2,0.2
19380525,0.1,1.7,1.6
19380527,0.5,1.8,1.8
19380529,0.9,0.9,0.6
19380530,2.3,4.5,1.3
19380601,0.7,6.0,5.1
19380603,0.3,1.0,0.8
19380605,2.0,2.7,1.8
19380608,3.5,12.3,4.2
19380609,2.8,6.9,3.1
19380613,0.3,0.1,0.1
19380614,2.4,0.6,0.2
19380627,2.3,3.6,1.1
19380629,0.3,0.4,0.2
19380630,0.6,0.6,0.5
19380702,4.5,2.2,0.7
19380703,1.5,2.3,1.3
19380704,4.6,11.0,6.9
19380705,2.3,11.6,3.4
19380706,3.3,27.1,9.4
19380707,0.1,0.2,0.2
19380708,0.4,0.7,0.3
19380709,1.8,4.6,1.9
19380710,1.5,1.4,0.4
19380711,5.5,12.2,3.8
19380712,1.3,2.7,1.6
19380716,0.5,0.6,0.3
19380717,0.1,0.2,0.1
19380726,8.2,12.4,5.3
19380805,4.3,20.0,5.9
19380806,0.8,0.2,0.1
19380807,2.5,28.2,16.0
19380808,1.6,1.8,0.7
19380809,0.7,5.6,5.3
19380810,0.7,1.0,0.5
19380811,3.1,13.4,6.6
19380812,2.0,3.6,1.8
19380813,4.1,11.7,6.8
19380814,2.3,6.8,4.3
19380816,0.3,0.4,0.2
19380817,0.4,0.8,0.4
19380820,0.1,0.2,0.2
19380821,1.3,4.8,2.9
19380822,1.7,7.3,3.8
19380829,1.9,5.2,2.3
19380903,0.2,0.4,0.4
19380904,5.3,6.9,2.2
19380905,2.2,6.5,2.6
19380908,0.4,0.8,0.5
19380911,0.3,0.2,0.1
19380912,0.9,0.5,0.3
19380914,7.6,9.5,3.0
19380915,1.7,1.0,0.5
19380921,0.6,0.7,0.3
19380928,2.0,15.5,7.2
19380929,3.7,19.7,5.7
19380930,0.2,0.5,0.5
19381001,0.4,0.3,0.1
19381002,0.4,0.8,0.7
19381003,1.9,4.3,2.3
19381004,6.8,12.0,2.7
19381005,9.8,18.3,4.9
19381006,4.1,12.8,2.6
19381007,4.6,18.7,8.0
19381008,0.7,3.7,2.3
19381009,7.8,7.7,2.1
19381011,0.9,6.2,3.5
19381012,0.3,0.3,0.1
19381013,4.3,10.0,2.8
19381014,0.9,0.4,0.2
19381017,3.4,6.4,4.0
19381018,1.7,3.4,1.8
19381019,2.2,5.9,1.9
19381026,0.2,0.3,0.1
19381027,5.1,2.4,0.5
19381031,0.5,0.5,0.3
19381101,2.7,2.1,0.6
19381102,1.8,5.0,2.6
19381103,0.6,0.8,0.4
19381104,3.2,6.8,2.5
19381105,1.4,0.9,0.6
19381114,4.2,2.4,0.8
19381115,0.2,0.2,0.1
19381119,4.5,5.9,1.8
19381120,1.8,2.5,1.3
19381121,7.5,14.2,3.0
19381122,1.2,3.3,1.5
19381123,3.8,4.1,1.4
19381124,0.2,0.2,0.2
19381125,7.3,10.8,2.8
19381126,2.8,2.2,0.8
19381128,7.1,8.1,2.2
19381129,5.0,3.8,1.2
19381130,1.9,3.1,1.8
19381201,0.9,1.6,1.0
19381202,1.8,1.0,0.4
19381203,7.3,7.2,1.3
19381205,10.3,9.8,2.0
19381206,0.3,0.3,0.2
19381208,6.1,3.6,0.7
19381209,0.3,0.1,0.1
19381210,0.4,0.3,0.1
19381211,3.8,3.9,1.5
19381221,12.5,7.7,1.0
19381222,8.7,4.6,1.0
19381227,3.9,5.1,1.4
19381228,0.9,1.5,0.6
19381229,5.8,7.0,2.1
19381230,1.2,3.0,1.2
19381231,0.8,2.0,0.7
19390101,6.4,16.9,4.0
19390102,1.6,1.9,0.8
19390103,2.8,5.7,1.4
19390104,7.9,6.7,1.3
19390105,1.3,0.6,0.4
19390106,3.8,2.9,0.8
19390107,6.4,3.7,0.7
19390109,1.3,0.8,0.5
19390111,2.2,1.4,0.5
19390112,3.0,1.7,0.7
19390114,2.3,3.9,2.0
19390115,5.8,11.1,2.9
19390116,1.8,3.9,2.6
19390117,5.8,5.2,1.0
19390118,0.8,0.8,0.3
19390119,2.0,2.8,0.8
19390120,4.8,5.0,2.0
19390121,1.3,0.7,0.3
19390122,0.9,1.4,1.0
19390123,8.4,7.7,1.5
19390124,1.7,1.7,0.9
19390126,5.4,4.7,1.7
19390127,1.9,1.1,0.6
19390208,0.8,0.8,0.5
19390209,1.8,1.3,0.7
19390210,2.3,2.2,1.3
19390211,1.1,0.4,0.2
19390212,1.3,1.8,0.8
19390213,0.6,0.5,0.4
19390216,0.7,0.5,0.2
19390218,2.9,2.4,0.8
19390219,5.2,3.6,0.9
19390223,4.0,3.5,1.5
19390224,0.2,0.4,0.1
19390225,7.3,4.4,1.0
19390226,4.9,3.7,1.4
19390228,1.3,2.4,2.3
19390301,3.7,4.1,1.9
19390305,3.2,2.9,1.4
19390306,5.2,4.5,1.3
19390307,0.4,0.5,0.3
19390308,3.7,5.0,1.6
19390309,0.9,1.3,0.4
19390310,0.3,0.4,0.3
19390313,0.4,0.2,0.1
19390314,5.8,6.4,2.4
19390315,3.3,3.3,0.8
19390316,6.0,3.5,0.7
19390317,0.5,0.7,0.6
19390318,0.3,0.2,0.2
19390320,2.1,3.4,1.4
19390321,0.2,0.2,0.1
19390322,5.9,9.8,3.6
19390323,2.8,2.2,1.0
19390324,0.4,0.9,0.9
19390326,2.1,1.3,0.5
19390327,1.5,1.2,0.6
19390328,9.1,6.9,1.5
19390402,0.7,1.3,1.0
19390403,5.1,5.6,2.4
19390404,5.8,15.1,5.1
19390405,1.4,2.8,1.5
